frame_id,ped_no,pos_x,pos_y,timestamp,vel_x,vel_y,speed,destination1,destination2,destination3,destination4,neighbor_id,neighbor_distance,bound_x,bound_y,d_w_bound
20,2,3.497640631749996,3.3084824598500027,0.8,1.2572687921874992,0.2223104053125002,1.2767720222473145,4.867142,13.113695,4.402513,13.543026,3.0,0.6552311778068542,3.473684210526316,2.0,1.3087018
30,2,4.000548148624995,3.3974066219750028,1.2,1.2572687921874983,0.2223104053125003,1.2767726182937622,5.299395,12.612383,4.9123664,13.032668,3.0,0.6570785045623779,4.105263157894737,2.0,1.4013245
40,2,4.504897694222217,3.461116587288892,1.6,1.2608738639930546,0.1592749132847215,1.2708930969238281,5.7537723,12.109705,5.418226,12.5263195,3.0,0.6425976157188416,4.421052631578947,2.0,1.4635203
50,2,5.009607746999995,3.518523003400002,2.0,1.261775131944445,0.1435160402777769,1.2699111700057983,6.2186303,11.606952,5.923543,12.021168,3.0,0.6061973571777344,5.052631578947368,2.0,1.5191324
60,2,5.514317799777773,3.5759294195111133,2.4,1.261775131944445,0.143516040277778,1.2699111700057983,6.6897593,11.1046715,6.4292765,11.516262,3.0,0.5699049830436707,5.368421052631579,2.0,1.5826684
70,2,6.020830388458328,3.6343145846083353,2.8,1.2662814717013873,0.1459629127430551,1.274665117263794,7.1674547,10.60118,6.9372954,11.00966,3.0,0.5320712924003601,6.0,2.0,1.6344473
80,2,6.534553120749994,3.696614745650002,3.2,1.284306830729164,0.1557504026041666,1.2937169075012207,7.655558,10.091346,7.4533906,10.495447,3.0,0.48762404918670654,6.0,2.0,1.7788335
90,2,7.048275853041661,3.7589149066916687,3.6,1.2843068307291674,0.1557504026041667,1.2937169075012207,8.147288,9.582333,7.9696655,9.981574,3.0,0.49852967262268066,6.0,2.0,2.0475996
100,2,7.561998585333327,3.821215067733336,4.0,1.2843068307291652,0.1557504026041667,1.2937157154083252,8.642027,9.074278,8.486088,9.468094,3.0,0.5157613158226013,6.0,2.0,2.3993049
110,2,8.075721317624993,3.883515228775002,4.4,1.284306830729164,0.1557504026041666,1.2937179803848267,9.139286,8.567351,9.002634,8.955074,3.0,0.5331615805625916,6.0,2.0,2.8029003
120,2,8.584685355133326,3.931292039515558,4.8,1.2724100937708345,0.1194420268513897,1.2780027389526367,9.635962,8.065053,9.512061,8.450996,3.0,0.5656578540802002,6.0,2.0,3.2265286
130,2,9.08651135046666,3.957283824804447,5.2,1.2545649883333343,0.0649794632222222,1.2562474012374878,10.129795,7.5686374,10.010959,7.960669,3.0,0.6122807860374451,6.0,2.0,3.6547933
140,2,9.588337345799992,3.983275610093336,5.6,1.2545649883333327,0.0649794632222223,1.2562450170516968,10.624439,7.073082,10.510198,7.4719596,3.0,0.6269305944442749,6.0,2.0,4.099944
150,2,10.090163341133325,4.009267395382224,6.0,1.25456498833333,0.064979463222221,1.2562474012374878,11.119789,6.578579,11.009735,6.985206,3.0,0.6437127590179443,6.0,2.0,4.5570374
160,2,10.591989336466655,4.0352591806711136,6.4,1.25456498833333,0.0649794632222233,1.2562474012374878,11.615754,6.085386,11.509529,6.5008492,3.0,0.6624665260314941,6.0,2.0,5.022813
170,2,11.062667511399992,4.068602233080002,6.8,1.1766954373333387,0.0833576310222207,1.1796445846557617,12.080533,5.625786,11.979845,6.046154,3.0,0.685731828212738,6.0,2.0,5.468978
180,2,11.52988481739999,4.102762092946669,7.2,1.168043264999995,0.0853996496666686,1.171161413192749,12.542318,5.1719475,12.446973,5.5972238,3.0,0.7091220617294312,6.0,2.0,5.9161844
190,2,11.99710212339999,4.136921952813336,7.6,1.168043265000002,0.0853996496666665,1.1711589097976685,13.0045805,4.720969,12.914197,5.1517744,3.0,0.7333096265792847,6.0,2.0,6.3664484
200,2,12.46431942939999,4.171081812680002,8.0,1.1680432649999994,0.0853996496666664,1.171161413192749,13.467272,4.273753,13.381508,4.7107906,3.0,0.7590682506561279,6.0,2.0,6.8191657
210,2,12.935784165454535,4.22918603127273,8.4,1.1786618401363602,0.1452605464818178,1.1875801086425781,13.932782,3.8343148,13.856455,4.2610254,3.0,0.761926531791687,6.0,2.0,7.285216
220,2,13.4136200465909,4.323206787954548,8.8,1.1945897028409105,0.235051891704545,1.2174943685531616,14.402874,3.410821,14.342792,3.7944016,3.0,0.7267943024635315,6.0,2.0,7.769109
230,2,13.891455927727264,4.417227544636366,9.2,1.1945897028409111,0.235051891704546,1.2174943685531616,14.874053,3.0066202,14.829171,3.3336117,3.0,0.6995778679847717,6.0,2.0,8.253366
240,2,14.369291808863624,4.511248301318184,9.6,1.1945897028409058,0.235051891704545,1.2174965143203735,15.346221,2.6306193,15.315591,2.8814542,3.0,0.6905856132507324,6.0,2.0,8.737929
250,2,14.84712768999999,4.605269058000002,10.0,1.1945897028409105,0.235051891704545,1.2174943685531616,15.819287,2.2967126,15.802047,2.4427297,3.0,0.7005184292793274,6.0,2.0,9.22275
260,2,15.269848109714276,4.784043247085716,10.4,1.0568010492857107,0.4469354727142845,1.147422194480896,16.235353,2.1263316,16.246887,2.0063798,3.0,0.6275878548622131,6.0,2.0,9.678893
270,2,15.69256852942856,4.96281743617143,10.8,1.0568010492857152,0.4469354727142845,1.1474244594573975,16.653675,2.0467012,16.692493,1.5828756,3.0,0.6735860109329224,6.0,2.0,10.135294
280,2,16.115288949142844,5.141591625257144,11.2,1.056801049285711,0.4469354727142865,1.1474239826202393,17.074085,2.0683303,17.138807,1.1860595,3.0,0.742497444152832,6.0,2.0,10.591916
290,2,16.501855648749988,5.319613822250002,11.6,0.966416749017859,0.4450554924821444,1.0639705657958984,17.460278,2.1889584,17.550032,0.86393553,3.0,0.798107922077179,6.0,2.0,11.014029
300,2,16.852268628249988,5.496884027150001,12.0,0.8760324487499985,0.4431755122499977,0.9817505478858948,17.8121,2.375914,17.926224,0.6631583,3.0,0.8305904269218445,6.0,2.0,11.401751
10,3,3.145319084823525,3.859116918376473,0.4,1.374168547058824,0.1854283329411754,1.3866232633590698,4.338245,13.484394,4.2341294,13.785564,2.0,0.6570476293563843,3.1578947368421053,2.0,1.8591596
20,3,3.6949865036470544,3.933288251552943,0.8,1.374168547058824,0.1854283329411754,1.3866232633590698,4.840511,12.939931,4.7736926,13.231227,2.0,0.6552311778068542,3.7894736842105265,2.0,1.935596
30,3,4.244653922470584,4.007459584729414,1.2,1.374168547058824,0.1854283329411777,1.3866220712661743,5.353129,12.39637,5.3163614,12.676917,2.0,0.6570785045623779,4.105263157894737,2.0,2.0122933
40,3,4.762744702340421,4.049713420042555,1.6,1.2952269496745925,0.1056345882828524,1.2995284795761108,5.849022,11.88281,5.821446,12.159225,2.0,0.6425976157188416,4.7368421052631575,2.0,2.0498772
50,3,5.259784389574463,4.07068892344681,2.0,1.2425992180851055,0.0524387585106378,1.2437041997909546,6.332039,11.389021,6.3026657,11.666218,2.0,0.6061973571777344,5.368421052631579,2.0,2.0735366
60,3,5.756824076808505,4.091664426851066,2.4,1.2425992180851055,0.05243875851064,1.24370539188385,6.817137,10.895569,6.786231,11.173607,2.0,0.5699049830436707,5.684210526315789,2.0,2.0929244
70,3,6.253863764042547,4.112639930255321,2.8,1.2425992180851055,0.0524387585106378,1.24370539188385,7.303901,10.402501,7.271675,10.681447,2.0,0.5320712924003601,6.0,2.0,2.127838
80,3,6.75090345127659,4.1336154336595765,3.2,1.2425992180851064,0.0524387585106377,1.24370539188385,7.792019,9.909875,7.7586436,10.189804,2.0,0.48762404918670654,6.0,2.0,2.2618954
90,3,7.277765519744674,4.201482843225534,3.6,1.3171551711702103,0.1696685239148943,1.328038215637207,8.304662,9.39333,8.286667,9.6600065,2.0,0.49852967262268066,6.0,2.0,2.5454297
100,3,7.807941186127653,4.274560464587236,4.0,1.3254391659574474,0.1826940534042554,1.3379697799682617,8.822208,8.875897,8.819481,9.126058,2.0,0.5157613158226013,6.0,2.0,2.9055595
110,3,8.338116852510632,4.3476380859489385,4.4,1.325439165957446,0.1826940534042552,1.3379709720611572,9.341743,8.360702,9.352564,8.592263,2.0,0.5331615805625916,6.0,2.0,3.313336
120,3,8.868292518893611,4.420715707310641,4.8,1.325439165957449,0.1826940534042556,1.3379721641540527,9.862952,7.8481812,9.885877,8.058653,2.0,0.5656578540802002,6.0,2.0,3.753261
130,3,9.38760694766666,4.4904156682000025,5.2,1.2982860719326206,0.1742499022234043,1.3099257946014404,10.375004,7.348948,10.40805,7.5366063,2.0,0.6122807860374451,6.0,2.0,4.2045274
140,3,9.863476425999991,4.546604987200002,5.6,1.1896736958333347,0.1404732974999991,1.1979401111602783,10.845726,6.893123,10.885088,7.0602236,2.0,0.6269305944442749,6.0,2.0,4.6272726
150,3,10.339345904333326,4.6027943062000025,6.0,1.189673695833332,0.140473297500001,1.1979374885559082,11.317157,6.440691,11.362306,6.584246,2.0,0.6437127590179443,6.0,2.0,5.0600853
160,3,10.81521538266666,4.658983625200002,6.4,1.189673695833332,0.1404732974999988,1.1979377269744873,11.789211,5.992417,11.839681,6.1087694,2.0,0.6624665260314941,6.0,2.0,5.50059
170,3,11.291084860999993,4.7151729442000025,6.8,1.1896736958333347,0.1404732975000013,1.1979398727416992,12.26182,5.549309,12.317197,5.6339183,2.0,0.685731828212738,6.0,2.0,5.9470787
180,3,11.753110863599993,4.775833066920002,7.2,1.155065006499999,0.1516503067999995,1.1649768352508545,12.720912,5.127259,12.782131,5.172019,2.0,0.7091220617294312,6.0,2.0,6.3877645
190,3,12.194371652599992,4.843199395220002,7.6,1.1031519725,0.1684158207499988,1.115932583808899,13.159516,4.73528,13.228065,4.729013,2.0,0.7333096265792847,6.0,2.0,6.8157187
200,3,12.635632441599991,4.910565723520002,8.0,1.1031519724999974,0.1684158207500007,1.1159350872039795,13.598628,4.3537874,13.674027,4.286704,9.0,0.3512864410877228,6.0,2.0,7.2458963
210,3,13.07689323059999,4.977932051820002,8.4,1.1031519724999974,0.1684158207499984,1.115932583808899,14.038196,3.985794,14.120016,3.8453357,2.0,0.761926531791687,6.0,2.0,7.6779222
220,3,13.487950072545445,5.046190180509092,8.8,1.0276421048636344,0.1706453217227264,1.0417156219482422,14.447968,3.66159,14.536546,3.433568,2.0,0.7267943024635315,6.0,2.0,8.083853
230,3,13.85370099390908,5.11578600978182,9.2,0.914377303409094,0.1739895731818192,0.9307821393013,14.812806,3.3953218,14.908856,3.0653007,2.0,0.6995778679847717,6.0,2.0,8.449185
240,3,14.219451915272716,5.185381839054547,9.6,0.91437730340909,0.1739895731818184,0.9307844638824463,15.178008,3.15062,15.281168,2.698143,2.0,0.6905856132507324,6.0,2.0,8.815104
250,3,14.585202836636354,5.254977668327274,10.0,0.91437730340909,0.1739895731818162,0.9307844638824463,15.543548,2.932889,15.65348,2.3326204,2.0,0.7005184292793274,6.0,2.0,9.181536
260,3,14.95095375799999,5.324573497600001,10.4,0.91437730340909,0.1739895731818184,0.9307821393013,15.9094,2.7485461,16.025791,1.9696443,2.0,0.6275878548622131,6.0,2.0,9.548422
270,3,15.24217321702438,5.463678800136587,10.8,0.7280486475609742,0.3477632563414642,0.8068426847457886,16.201714,2.7022028,16.338345,1.64694,2.0,0.6735860109329224,6.0,2.0,9.869895
280,3,15.53339267604877,5.602784102673172,11.2,0.7280486475609774,0.3477632563414635,0.8068426847457886,16.495165,2.6939955,16.651285,1.3242515,2.0,0.742497444152832,6.0,2.0,10.191449
290,3,15.82461213507316,5.741889405209758,11.6,0.7280486475609742,0.3477632563414642,0.8068405389785767,16.789686,2.7242694,16.964596,1.0015953,2.0,0.798107922077179,6.0,2.0,10.513075
300,3,16.11583159409755,5.880994707746343,12.0,0.7280486475609742,0.347763256341462,0.8068426847457886,17.08523,2.7917721,17.278252,0.67901415,2.0,0.8305904269218445,6.0,2.0,10.834766
310,3,16.467555965571417,6.057074744257145,12.4,0.8793109286846682,0.440200091277005,0.9833434224128723,17.443825,2.927214,17.659235,0.28715333,7.0,3.203543186187744,6.0,2.0,11.22629
320,3,16.82600310509523,6.2372630845428585,12.8,0.896117848809527,0.4504708507142836,1.0029735565185547,17.810825,3.1114218,18.04821,0.12289314,7.0,3.3304054737091064,6.0,2.0,11.625694
10,4,6.872163223621616,3.2469820360216244,0.4,1.0873676040540523,-0.0712166359459465,1.089697241783142,8.086699,9.738666,7.7158594,10.285269,5.0,0.9262217283248901,6.0,2.0,1.5217204
20,4,7.307110265243237,3.218495381643246,0.8,1.0873676040540523,-0.0712166359459465,1.089697241783142,8.515365,9.303447,8.144211,9.8771925,6.0,1.139978289604187,6.0,2.0,1.7869718
30,4,7.742057306864859,3.190008727264868,1.2,1.087367604054055,-0.0712166359459454,1.089697241783142,8.944729,8.86829,8.573321,9.471593,6.0,0.7781814336776733,6.0,2.0,2.109712
40,4,8.179356528882346,3.1412658217764733,1.6,1.093248055043718,-0.1218572637209857,1.1000183820724487,9.381554,8.430814,9.003458,9.073281,6.0,1.43833589553833,6.0,2.0,2.4600983
50,4,8.622144171823523,3.0452583303647085,2.0,1.1069691073529422,-0.240018728529412,1.132690191268921,9.834581,7.9885087,9.436014,8.690637,6.0,2.3976027965545654,6.0,2.0,2.8228004
60,4,9.0649318147647,2.949250838952944,2.4,1.1069691073529422,-0.240018728529412,1.1326924562454224,10.287614,7.5474796,9.870413,8.315073,7.0,3.396831512451172,6.0,2.0,3.2085643
70,4,9.507719457705877,2.853243347541179,2.8,1.1069691073529375,-0.240018728529412,1.132690191268921,10.74065,7.1079683,10.306418,7.947596,7.0,3.278442144393921,6.0,2.0,3.6100023
80,4,9.981838143519992,2.8032885227440025,3.2,1.1852967145352922,-0.1248870619929408,1.1918591260910034,11.21402,6.6365404,10.777283,7.5408134,7.0,3.2265853881835938,6.0,2.0,4.062057
90,4,10.459438056319993,2.7584506609040025,3.6,1.1939997820000017,-0.1120946546000001,1.1992504596710205,11.689966,6.1621423,11.252338,7.137194,7.0,3.3110837936401367,6.0,2.0,4.523476
100,4,10.937037969119991,2.7136127990640024,4.0,1.1939997820000017,-0.1120946546000001,1.1992504596710205,12.166206,5.6886334,11.727771,6.743548,3.0,3.496828317642212,6.0,2.0,4.9883456
110,4,11.414637881919992,2.6687749372240024,4.4,1.193999781999996,-0.1120946546,1.199248194694519,12.642707,5.216257,12.203537,6.3617277,3.0,3.504791498184204,6.0,2.0,5.4557824
120,4,11.892237794719993,2.623937075384003,4.8,1.193999782000003,-0.1120946545999991,1.1992504596710205,13.119443,4.7453494,12.679601,5.993991,3.0,3.5174787044525146,6.0,2.0,5.9251804
130,4,12.350004809632646,2.5929851499673497,5.2,1.1444175372816312,-0.0773798135416325,1.1470317840576172,13.574204,4.2942934,13.136426,5.6497097,3.0,3.517960548400879,6.0,2.0,6.3776326
140,4,12.80556816922448,2.563576106375513,5.6,1.1389083989795894,-0.0735226089795916,1.1412770748138428,14.026769,3.8470247,13.591213,5.323326,1.0,3.459411144256592,6.0,2.0,6.828863
150,4,13.261131528816318,2.534167062783676,6.0,1.1389083989795912,-0.0735226089795925,1.1412795782089233,14.479582,3.4022112,14.046114,5.0172877,1.0,3.2902495861053467,6.0,2.0,7.2807527
160,4,13.716694888408153,2.5047580191918395,6.4,1.1389083989795867,-0.0735226089795914,1.1412795782089233,14.93262,2.960961,14.501115,4.7355423,1.0,3.1392838954925537,6.0,2.0,7.7331853
170,4,14.17225824799999,2.475348975600003,6.8,1.1389083989795938,-0.0735226089795916,1.1412795782089233,15.385863,2.5251424,14.956208,4.4826727,0.0,2.9365575313568115,6.0,2.0,8.186071
180,4,14.59214308182352,2.4930684776588263,7.2,1.0497120845588217,0.0442987551470585,1.0506460666656494,15.795845,2.1171591,15.376294,4.2408886,0.0,2.7313449382781982,6.0,2.0,8.606279
190,4,15.012027915647048,2.5107879797176498,7.6,1.049712084558824,0.0442987551470586,1.0506460666656494,16.206352,1.7151136,15.796391,4.0285425,0.0,2.550069570541382,6.0,2.0,9.026491
200,4,15.431912749470577,2.528507481776473,8.0,1.0497120845588217,0.0442987551470585,1.0506460666656494,16.617346,1.3244249,16.216496,3.8505077,1.0,2.3208789825439453,6.0,2.0,9.446708
210,4,15.851797583294106,2.5462269838352967,8.4,1.0497120845588217,0.0442987551470585,1.0506484508514404,17.028797,0.9590728,16.636606,3.7117243,1.0,2.120211601257324,6.0,2.0,9.866929
220,4,16.271682417117635,2.563946485894121,8.8,1.0497120845588217,0.0442987551470596,1.0506460666656494,17.440664,0.66240215,17.056726,3.6167138,1.0,1.951818823814392,6.0,2.0,10.287152
230,4,16.691567250941162,2.581665987952944,9.2,1.049712084558822,0.0442987551470587,1.0506436824798584,17.852922,0.55764383,17.47685,3.5689743,1.0,1.7837028503417969,6.0,2.0,10.707377
10,5,6.563754202374994,2.373614885225003,0.4,-1.5006111390625,-0.1648786309374994,1.5096421241760254,8.059151,10.075097,7.347024,10.85367,4.0,0.9262217283248901,6.0,2.0,0.67631847
